\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\FRACTION_5_SIGMA                          = "0"
\FRACTION_5_SIGMA_DEFINED                  = "Fraction of data points beyond 5 times DISPERSION from MEDIAN_VALUE"
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\                                                             \
\ REFERENCES AND INFORMATION ABOUT OBSERVING SETUP            \
\                                                             \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\REFERENCES                                = "SuperWASP Consortium"
\REFERENCES_DEFINED                        = "Literature or other references for data"
\BIBCODES                                  = ""
\BIBCODES_DEFINED                          = "ADS bibcodes for REFERENCES"
\TELESCOPE                                 = "SuperWASP Array"
\TELESCOPE_DEFINED                         = "Telescope used for data acquisition"
\INSTRUMENT                                = "CCD camera"
\INSTRUMENT_DEFINED                        = "Instrument used for data acquisition"
\TIME_SERIES_DATA_FILTER                   = "Clear, no filter"
\TIME_SERIES_DATA_FILTER_DEFINED           = "Filter in which time series monitoring was performed"
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\                                                             \
\ COMMENTS AND NOTES                                          \
\                                                             \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\NOTE1                                     = "This light curve file contains 16940 measurements and is plotted by the NStED visualizer as Differential_Magnitude (mag) vs. HJD (days)."
\NOTE2                                     = "This data set covers HJD between 2453860.21037037 and 2454609.36370370 days HJD, and the range of Differential_Magnitude is between 0.147300 and -0.117421 mag."
\NOTE3                                     = "The time at the center of the transit was quoted by the authors to be 2453860.2741 days HJD, with best fit orbital period of 0.788853 days."
\NOTE4                                     = "NStED serves the data contained in this file as they were reported in the literature or as they were delivered to the archive.  Data were not altered unless an error was discovered.  Any data corrections are listed in the header comments and have been confirmed with the original authors."
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\                                                             \
\ NSTED ARCHIVE FILE INFORMATION                              \
\                                                             \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\NSTED_FILE_CREATION_DATE                  = "Tue Jun  7 03:08:20 2011 UTC"
\CONTACT_LINK                              = "http://nsted.ipac.caltech.edu/applications/Helpdesk"
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\                                                             \
\ NSTED INTERNAL KEYWORDS (NEEDED FOR TIME SERIES VIEWER)     \
\                                                             \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\X_AXIS                                    = "HJD"
\X_AXIS_UNITS                              = "days"
\Y_AXIS                                    = "Differential_Magnitude"
\Y_AXIS_UNITS                              = "mag"
\Y_AXIS_UNCERTAINTY                        = "Differential_Magnitude_Uncertainty"
\Y_AXIS_UNCERTAINTY_UNITS                  = "mag"
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\                                                             \
\ DESCRIPTION OF COLUMN HEADERS                               \
\                                                             \
\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
\COLUMN_HJD                                = "Heliocentric Julian date of observation"
\COLUMN_DIFFERENTIAL_MAGNITUDE             = "Difference between measured magnitude and another (single or group of) reference magnitudes"
\COLUMN_DIFFERENTIAL_MAGNITUDE_UNCERTAINTY = "Uncertainty in DIFFERENTIAL_MAGNITUDE"
\COLUMN_ACCEPTED                           = "1 if value was used by NStED in computing statistics; 0 otherwise"
\ 
\ 
|              HJD | Differential_Magnitude | Differential_Magnitude_Uncertainty | Accepted |
|           double |                 double |                             double |      int |
|             days |                    mag |                                mag |          |
  2453860.21037037                 0.039410                             0.019364          1  
  2453860.21083333                 0.056287                             0.019287          1  
  2453860.21638889                 0.017204                             0.016688          1  
  2453860.21675926                 0.012523                             0.016520          1  
  2453860.22222222                 0.029716                             0.016239          1  
  2453860.22268519                 0.011158                             0.016100          1  
  2453860.22805556                 0.028222                             0.016387          1  
  2453860.22851852                 0.017621                             0.016284          1  
  2453860.23351852                 0.026367                             0.016340          1  
  2453860.23388889                 0.050216                             0.016674          1  
  2453860.24009259                 0.022851                             0.016397          1  
  2453860.24055556                -0.007613                             0.015814          1  
  2453860.38222222                 0.032231                             0.016168          1  
  2453860.38268519                 0.038093                             0.016244          1  
  2453860.38916667                 0.028684                             0.015935          1  
  2453860.38962963                 0.037551                             0.016068          1  
  2453860.39611111                 0.032944                             0.015901          1  
  2453860.39648148                 0.014854                             0.015526          1  
  2453860.40379630                 0.013795                             0.015041          1  
  2453860.40425926                 0.019786                             0.014938          1  
  2453860.41194444                 0.013731                             0.014408          1  
  2453860.41231481                 0.044001                             0.014875          1  
  2453862.20703704                 0.011621                             0.024952          1  
  2453862.20740741                 0.039437                             0.024985          1  
  2453862.21129630                 0.039958                             0.021918          1  
  2453862.21166667                 0.125246                             0.023317          1  
  2453862.21546296                 0.023907                             0.020438          1  
  2453862.21592593                 0.065854                             0.021217          1  
  2453862.21981481                 0.021887                             0.020158          1  
  2453862.22027778                 0.088977                             0.021566          1  
  2453862.22435185                 0.066265                             0.020737          1  
  2453862.22481481                 0.003689                             0.019682          1  
  2453862.22898148                 0.021675                             0.019851          1  
  2453862.22944444                 0.026112                             0.020008          1  
  2453862.23462963                 0.023818                             0.020013          1  
  2453862.23509259                 0.026813                             0.020191          1  
  2453862.23972222                 0.049376                             0.020571          1  
  2453862.24018519                 0.066745                             0.020759          1  
  2453862.24425926                 0.025899                             0.020261          1  
  2453862.24472222                 0.008523                             0.019864          1  
  2453862.24888889                -0.001182                             0.019789          1  
  2453862.24925926                 0.034311                             0.020569          1  
  2453862.25500000                 0.013561                             0.019768          1  
  2453862.25537037                 0.049672                             0.020361          1  
  2453862.26074074                 0.002657                             0.020002          1  
  2453862.26120370                 0.015534                             0.019893          1  
  2453862.26592593                -0.016606                             0.019466          1  
  2453862.26638889                 0.028840                             0.020352          1  
  2453862.27129630                 0.019472                             0.019986          1  
  2453862.27166667                 0.029505                             0.020243          1  
  2453862.27861111                -0.024684                             0.019561          1  
  2453862.27898148                 0.040600                             0.020560          1  
  2453862.28398148                 0.003412                             0.019950          1  
  2453862.28444444                 0.008171                             0.020382          1  
  2453862.28962963                 0.027683                             0.020403          1  
  2453862.29000000                 0.035141                             0.020661          1  
  2453862.29500000                 0.018920                             0.020715          1  
  2453862.29546296                 0.022185                             0.020626          1  
  2453862.30064815                 0.044762                             0.020703          1  
  2453862.30111111                 0.030166                             0.020569          1  
  2453862.30750000                -0.008698                             0.020057          1  
  2453862.30796296                -0.023941                             0.019597          1  
  2453862.31425926                 0.003705                             0.020217          1  
  2453862.32259259                 0.041775                             0.021254          1  
  2453862.32305556                 0.021880                             0.020760          1  
  2453862.32907407                 0.001047                             0.020582          1  
  2453862.32953704                 0.053180                             0.021411          1  
  2453862.33564815                -0.002550                             0.020373          1  
  2453862.33611111                -0.014377                             0.020511          1  
  2453862.34203704                 0.030198                             0.021515          1  
  2453862.34250000                 0.030422                             0.021523          1  
  2453862.34851852                 0.007586                             0.021183          1  
  2453862.34898148                 0.026035                             0.021658          1  
  2453862.35500000                -0.026617                             0.020581          1  
  2453862.35546296                 0.000093                             0.021030          1  
  2453862.36240741                -0.013408                             0.021065          1  
  2453862.36287037                -0.003106                             0.021533          1  
  2453862.36898148                 0.008184                             0.021899          1  
  2453862.36944444                 0.020774                             0.022183          1  
  2453862.37555556                 0.041054                             0.022556          1  
  2453862.37592593                 0.049343                             0.022693          1  
  2453862.38194444                -0.008987                             0.021726          1  
  2453862.38240741                 0.010684                             0.022193          1  
  2453862.38824074                 0.017716                             0.022443          1  
  2453862.38870370                 0.013660                             0.022161          1  
  2453862.39537037                -0.003226                             0.022437          1  
  2453862.39583333                 0.046892                             0.023658          1  
  2453862.40314815                -0.023338                             0.022221          1  
  2453862.40361111                 0.022102                             0.023342          1  
  2453863.20601852                -0.003099                             0.026270          1  
  2453863.20638889                 0.040055                             0.026956          1  
  2453863.21027778                 0.031095                             0.023391          1  
  2453863.21074074                 0.006894                             0.022730          1  
  2453863.21481481                -0.005685                             0.021447          1  
  2453863.21527778                 0.019254                             0.021737          1  
  2453863.21925926                 0.050121                             0.022099          1  
  2453863.21962963                 0.033038                             0.021675          1  
  2453863.22398148                 0.018396                             0.021619          1  
  2453863.22444444                 0.047563                             0.022192          1  
  2453863.22842593                 0.032323                             0.021651          1  
  2453863.22888889                 0.041378                             0.021868          1  
  2453863.23444444                 0.032741                             0.021868          1  
  2453863.23481481                 0.008824                             0.021406          1  
  2453863.23870370                -0.006297                             0.021148          1  
  2453863.23916667                 0.021703                             0.021864          1  
  2453863.24287037                -0.002007                             0.021322          1  
  2453863.24324074                -0.027482                             0.021016          1  
  2453863.24712963                 0.005502                             0.021532          1  
  2453863.24759259                 0.036283                             0.022212          1  
  2453863.25361111                -0.011861                             0.021260          1  
  2453863.25407407                -0.008864                             0.021409          1  
  2453863.25935185                 0.031891                             0.022334          1  
  2453863.25981481                 0.015226                             0.021765          1  
  2453863.26490741                -0.010709                             0.021321          1  
  2453863.26527778                 0.002329                             0.021731          1  
  2453863.27055556                 0.000378                             0.021468          1  
  2453863.27101852                 0.016864                             0.021934          1  
  2453863.27787037                -0.026604                             0.021163          1  
  2453863.27833333                -0.019778                             0.021124          1  
  2453863.28314815                -0.052493                             0.020955          1  
  2453863.28351852                 0.002911                             0.022100          1  
  2453863.28842593                 0.021201                             0.021938          1  
  2453863.28888889                -0.007547                             0.021415          1  
  2453863.29407407                 0.004148                             0.022102          1  
  2453863.29453704                 0.006723                             0.022098          1  
  2453863.29925926                 0.002514                             0.021857          1  
  2453863.29972222                -0.036192                             0.021022          1  
  2453863.30583333                 0.003072                             0.022018          1  
  2453863.30629630                 0.023696                             0.022514          1  
  2453863.31240741                -0.016446                             0.021640          1  
  2453863.31287037                -0.023539                             0.021772          1  
  2453863.32064815                -0.005480                             0.021999          1  
  2453863.32101852                 0.023582                             0.022855          1  
  2453863.32722222                -0.003674                             0.022381          1  
  2453863.32768519                 0.032101                             0.023020          1  
  2453863.33407407                -0.024491                             0.026963          1  
  2453863.33444444                -0.008583                             0.026416          1  
  2453863.34074074                -0.028955                             0.022136          1  
  2453863.34111111                 0.026927                             0.023553          1  
  2453863.34722222                -0.004945                             0.022626          1  
  2453863.34768519                 0.009983                             0.023086          1  
  2453864.20537037                 0.049053                             0.029452          1  
  2453864.20583333                 0.060744                             0.029093          1  
  2453864.21018519                 0.052608                             0.025332          1  
  2453864.21064815                 0.026327                             0.024721          1  
  2453864.21481481                 0.055939                             0.024275          1  
  2453864.21527778                 0.048950                             0.023985          1  
  2453864.21953704                 0.038121                             0.023902          1  
  2453864.22000000                 0.043796                             0.023970          1  
  2453864.22388889                 0.053800                             0.023856          1  
  2453864.22425926                 0.085258                             0.024674          1  
  2453864.22944444                 0.067368                             0.024144          1  
  2453864.22990741                 0.063006                             0.024084          1  
  2453864.23472222                 0.022117                             0.022925          1  
  2453864.23518519                -0.004902                             0.022376          1  
  2453864.23907407                 0.016977                             0.023088          1  
  2453864.23962963                 0.026780                             0.023257          1  
  2453864.24342593                 0.030642                             0.023242          1  
  2453864.24388889                 0.032875                             0.023150          1  
  2453864.24981481                 0.025275                             0.022981          1  
  2453864.25018519                 0.034871                             0.023127          1  
  2453864.25564815                 0.002527                             0.022823          1  
  2453864.25611111                 0.017344                             0.023204          1  
  2453864.26129630                -0.043456                             0.021833          1  
  2453864.26175926                 0.020095                             0.023200          1  
  2453864.26685185                -0.021201                             0.022135          1  
  2453864.26731481                 0.031479                             0.023392          1  
  2453864.27425926                 0.017684                             0.023161          1  
  2453864.27462963                -0.040054                             0.022088          1  
  2453864.27972222                 0.014950                             0.023048          1  
  2453864.28018519                 0.014400                             0.023217          1  
  2453864.28537037                -0.016224                             0.022434          1  
  2453864.28574074                -0.000899                             0.022869          1  
  2453864.29074074                 0.026402                             0.023899          1  
  2453864.29111111                -0.014585                             0.022657          1  
  2453864.29611111                 0.002749                             0.023226          1  
  2453864.29648148                -0.010241                             0.023060          1  
  2453864.30287037                -0.000072                             0.023663          1  
  2453864.30333333                 0.006372                             0.023771          1  
  2453864.30944444                 0.006797                             0.023519          1  
  2453864.30990741                 0.022457                             0.024106          1  
  2453864.31777778                 0.029778                             0.024219          1  
  2453864.31814815                 0.039438                             0.024567          1  
  2453864.32500000                 0.045529                             0.025244          1  
  2453864.32537037                 0.002285                             0.024082          1  
  2453864.33129630                -0.019570                             0.023699          1  
  2453864.33166667                 0.005240                             0.024465          1  
  2453864.33777778                -0.009566                             0.024077          1  
  2453864.33824074                 0.000820                             0.024321          1  
  2453864.34462963                 0.018458                             0.025400          1  
  2453864.34509259                 0.008457                             0.025092          1  
  2453864.35120370                -0.021755                             0.024227          1  
  2453864.35157407                -0.038118                             0.023979          1  
  2453864.35861111                 0.008029                             0.025386          1  
  2453864.35907407                -0.025696                             0.024771          1  
  2453864.36509259                -0.004377                             0.025778          1  
  2453864.36555556                -0.033376                             0.025003          1  
  2453864.37166667                 0.054255                             0.027397          1  
  2453864.37203704                 0.002134                             0.026010          1  
  2453864.37824074                 0.020348                             0.026675          1  
  2453864.37861111                 0.030028                             0.026999          1  
  2453864.38490741                 0.009919                             0.027062          1  
  2453864.38537037                -0.009101                             0.026427          1  
  2453864.39268519                -0.012256                             0.027198          1  
  2453864.39314815                -0.007549                             0.027067          1  
  2453864.40018519                -0.018265                             0.027400          1  
  2453864.40064815                -0.051588                             0.026357          1  
  2453865.20509259                -0.004307                             0.028844          1  
  2453865.20555556                 0.072635                             0.030587          1  
  2453865.20740741                 0.021483                             0.027535          1  
  2453865.20787037                 0.024793                             0.027105          1  
  2453865.20953704                -0.005259                             0.025834          1  
  2453865.21000000                 0.004961                             0.025841          1  
  2453865.21175926                 0.030826                             0.026151          1  
  2453865.21222222                 0.032121                             0.026223          1  
  2453865.21398148                 0.023823                             0.025466          1  
  2453865.21435185                 0.061448                             0.026078          1  
  2453865.21638889                -0.014121                             0.024822          1  
  2453865.21685185                 0.036853                             0.025614          1  
  2453865.21861111                 0.026669                             0.025291          1  
  2453865.21907407                 0.046582                             0.026154          1  
  2453865.22101852                 0.014723                             0.024998          1  
  2453865.22148148                 0.039999                             0.025599          1  
  2453865.22314815                 0.033929                             0.025197          1  
  2453865.22361111                 0.063946                             0.026095          1  
  2453865.22611111                 0.048676                             0.025810          1  
  2453865.22657407                 0.067829                             0.026346          1  
  2453865.22944444                 0.018195                             0.025036          1  
  2453865.22981481                 0.026561                             0.025188          1  
  2453865.23166667                -0.010085                             0.024477          1  
  2453865.23203704                 0.041363                             0.025823          1  
  2453865.23388889                 0.005167                             0.024932          1  
  2453865.23425926                 0.003414                             0.024712          1  
  2453865.23601852                 0.020424                             0.025201          1  
  2453865.23638889                -0.004674                             0.024748          1  
  2453865.23805556                 0.008244                             0.024836          1  
  2453865.23851852                 0.014659                             0.025035          1  
  2453865.24027778                -0.017255                             0.024062          1  
  2453865.24074074                 0.019949                             0.025019          1  
  2453865.24342593                 0.010514                             0.024954          1  
  2453865.24379630                 0.016331                             0.025030          1  
  2453865.24675926                -0.016806                             0.024484          1  
  2453865.24722222                -0.023515                             0.024486          1  
  2453865.25018519                 0.034686                             0.025949          1  
  2453865.25064815                -0.018128                             0.024671          1  
  2453865.25379630                -0.000361                             0.024733          1  
  2453865.25425926                -0.003483                             0.024699          1  
  2453865.25731481                -0.012643                             0.024503          1  
  2453865.25768519                -0.006617                             0.024976          1  
  2453865.26074074                -0.021642                             0.024622          1  
  2453865.26111111                 0.034992                             0.025905          1  
  2453865.26398148                -0.027140                             0.024396          1  
  2453865.26444444                -0.007576                             0.025254          1  
  2453865.26833333                 0.033365                             0.026262          1  
  2453865.26870370                 0.023849                             0.025690          1  
  2453865.27231481                 0.019306                             0.025616          1  
  2453865.27268519                 0.051208                             0.026661          1  
  2453865.27574074                 0.038728                             0.026301          1  
  2453865.27620370                -0.005739                             0.025249          1  
  2453865.27935185                -0.004379                             0.025198          1  
  2453865.27981481                -0.000255                             0.025643          1  
  2453865.28287037                -0.019985                             0.025246          1  
  2453865.28333333                 0.009525                             0.025932          1  
  2453865.28629630                -0.013755                             0.025211          1  
  2453865.28675926                -0.026174                             0.025281          1  
  2453865.28981481                 0.007714                             0.026063          1  
  2453865.29027778                 0.033134                             0.026624          1  
  2453865.29342593                 0.023526                             0.026252          1  
  2453865.29388889                -0.039603                             0.025011          1  
  2453865.29787037                -0.030982                             0.025297          1  
  2453865.29824074                 0.001627                             0.025932          1  
  2453865.30231481                 0.011312                             0.026470          1  
  2453865.30268519                -0.024771                             0.025488          1  
  2453865.30777778                 0.050239                             0.027559          1  
  2453865.30814815                 0.006554                             0.026615          1  
  2453865.31379630                 0.023506                             0.026863          1  
  2453865.31425926                 0.017237                             0.026981          1  
  2453865.31833333                 0.020596                             0.027098          1  
  2453865.31879630                -0.003452                             0.026538          1  
  2453865.32296296                -0.014302                             0.026276          1  
  2453865.32333333                 0.026219                             0.027372          1  
  2453865.32759259                 0.010013                             0.027072          1  
  2453865.32796296                 0.021951                             0.027337          1  
  2453865.33231481                 0.001443                             0.027177          1  
  2453865.33268519                -0.011910                             0.026923          1  
  2453865.33666667                 0.021469                             0.027802          1  
  2453865.33703704                 0.031691                             0.028183          1  
  2453865.34111111                -0.035748                             0.026334          1  
  2453865.34157407                 0.008656                             0.027658          1  
  2453865.34555556                 0.013865                             0.028005          1  
  2453865.34601852                 0.004783                             0.027914          1  
  2453865.35101852                -0.011765                             0.028021          1  
  2453865.35148148                -0.012577                             0.027790          1  
  2453865.35574074                -0.040859                             0.027634          1  
  2453865.35611111                 0.010624                             0.029035          1  
  2453865.36037037                 0.000430                             0.028503          1  
  2453865.36083333                -0.005259                             0.028109          1  
  2453865.36518519                 0.011609                             0.029469          1  
  2453865.36555556                -0.015859                             0.028398          1  
  2453865.36972222                -0.012266                             0.028881          1  
  2453865.37425926                -0.017681                             0.028782          1  
  2453865.37462963                 0.011904                             0.030091          1  
  2453865.37898148                 0.005662                             0.029900          1  
  2453865.37944444                -0.031060                             0.028749          1  
  2453865.38361111                 0.037209                             0.031162          1  
  2453865.38944444                 0.001898                             0.030521          1  
  2453866.20500000                 0.049396                             0.032586          1  
  2453866.20546296                 0.035360                             0.031815          1  
  2453866.20759259                 0.025410                             0.029709          1  
  2453866.20805556                 0.003551                             0.028941          1  
  2453866.20981481                 0.006316                             0.028717          1  
  2453866.21027778                 0.004305                             0.028704          1  
  2453866.21231481                -0.005257                             0.028329          1  
  2453866.21268519                 0.040109                             0.029467          1  
  2453866.21462963                 0.009721                             0.028548          1  
  2453866.21509259                 0.050073                             0.029373          1  
  2453866.21694444                -0.003838                             0.027437          1  
  2453866.21740741                 0.044611                             0.028922          1  
  2453866.21916667                 0.065152                             0.029566          1  
  2453866.21962963                 0.029069                             0.028492          1  
  2453866.22231481                 0.013618                             0.027980          1  
  2453866.22277778                 0.034456                             0.028506          1  
  2453866.22453704                 0.044686                             0.029168          1  
  2453866.22500000                 0.053506                             0.029013          1  
  2453866.22759259                -0.023450                             0.027108          1  
  2453866.22796296                 0.033764                             0.028508          1  
  2453866.22962963                 0.047240                             0.029319          1  
  2453866.23009259                 0.002581                             0.027753          1  
  2453866.23203704                 0.051350                             0.029423          1  
  2453866.23250000                -0.011552                             0.027350          1  
  2453866.23462963                 0.027047                             0.028142          1  
  2453866.23509259                 0.018742                             0.027923          1  
  2453866.23694444                 0.042695                             0.028497          1  
  2453866.23731481                 0.029322                             0.028238          1  
  2453866.23990741                 0.072690                             0.029418          1  
  2453866.24037037                 0.035753                             0.028795          1  
  2453866.24212963                 0.041557                             0.028832          1  
  2453866.24259259                -0.005768                             0.028042          1  
  2453866.24435185                 0.053773                             0.029169          1  
  2453866.24481481                 0.034137                             0.028440          1  
  2453866.24648148                 0.024055                             0.028574          1  
  2453866.24685185                 0.018671                             0.028608          1  
  2453866.24879630                 0.006678                             0.028124          1  
  2453866.24925926                 0.040932                             0.029161          1  
  2453866.25092593                -0.009348                             0.027183          1  
  2453866.25129630                -0.028496                             0.026921          1  
  2453866.25314815                 0.011564                             0.028358          1  
  2453866.25361111                -0.034005                             0.027008          1  
  2453866.25518519                 0.012858                             0.028458          1  
  2453866.25564815                -0.018739                             0.027539          1  
  2453866.25731481                 0.013412                             0.028005          1  
  2453866.25777778                -0.002835                             0.027822          1  
  2453866.25953704                 0.011769                             0.028163          1  
  2453866.26000000                 0.000288                             0.027601          1  
  2453866.26175926                -0.030272                             0.027357          1  
  2453866.26222222                 0.023691                             0.028735          1  
  2453866.26472222                -0.030726                             0.027265          1  
  2453866.26518519                 0.013878                             0.028440          1  
  2453866.26787037                -0.011441                             0.027512          1  
  2453866.26824074                -0.012382                             0.027576          1  
  2453866.27009259                 0.009853                             0.028188          1  
  2453866.27055556                -0.004454                             0.027896          1  
  2453866.27231481                 0.017572                             0.028827          1  
  2453866.27277778                 0.040480                             0.028980          1  
  2453866.27444444                 0.018487                             0.028816          1  
  2453866.27481481                 0.019384                             0.028905          1  
  2453866.27666667                -0.005472                             0.028503          1  
  2453866.27712963                -0.001538                             0.028547          1  
  2453866.27907407                 0.011137                             0.028563          1  
  2453866.27953704                -0.019633                             0.027652          1  
  2453866.28129630                -0.010108                             0.027894          1  
  2453866.28175926                 0.021191                             0.028956          1  
  2453866.28370370                -0.016977                             0.028015          1  
  2453866.28416667                 0.039898                             0.029716          1  
  2453866.28574074                 0.044261                             0.029624          1  
  2453866.28620370                -0.011677                             0.028265          1  
  2453866.28833333                 0.015570                             0.028918          1  
  2453866.28879630                -0.004993                             0.028619          1  
  2453866.29037037                -0.005065                             0.028473          1  
