\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \
  2454136.51444444                 0.034724                             0.032262          1  
  2454136.51805556                -0.001285                             0.031672          1  
  2454136.51851852                 0.005007                             0.031968          1  
  2454136.52212963                 0.026473                             0.032727          1  
  2454136.52259259                 0.018990                             0.032264          1  
  2454136.52685185                -0.030700                             0.030958          1  
  2454136.52731481                 0.008036                             0.032457          1  
  2454136.53092593                 0.014176                             0.031935          1  
  2454136.53138889                 0.018678                             0.032251          1  
  2454136.53500000                -0.011582                             0.031860          1  
  2454136.53537037                -0.004592                             0.032125          1  
  2454136.53898148                 0.043869                             0.033156          1  
  2454136.53944444                -0.008695                             0.032197          1  
  2454136.54296296                -0.001370                             0.032478          1  
  2454136.54342593                -0.014837                             0.031884          1  
  2454136.54703704                -0.001699                             0.032605          1  
  2454136.54750000                 0.005139                             0.032620          1  
  2454136.55111111                 0.004041                             0.032490          1  
  2454136.55148148                 0.024807                             0.033332          1  
  2454136.55509259                -0.011820                             0.032184          1  
  2454136.55555556                -0.009719                             0.032121          1  
  2454136.55907407                 0.006948                             0.032993          1  
  2454136.55953704                -0.009850                             0.032493          1  
  2454136.56314815                -0.017417                             0.032590          1  
  2454136.56361111                -0.000867                             0.032603          1  
  2454136.56796296                 0.040454                             0.034234          1  
  2454136.56842593                 0.019662                             0.033754          1  
  2454136.58861111                -0.004184                             0.033194          1  
  2454136.58907407                -0.023298                             0.032861          1  
  2454137.29203704                 0.065789                             0.016915          1  
  2454137.29240741                 0.006348                             0.015929          1  
  2454137.29518519                 0.052574                             0.016416          1  
  2454137.29555556                 0.015345                             0.015830          1  
  2454137.29824074                 0.044107                             0.016126          1  
  2454137.29870370                 0.053506                             0.016319          1  
  2454137.30138889                 0.025566                             0.016143          1  
  2454137.30444444                 0.013866                             0.016739          1  
  2454137.30490741                 0.017165                             0.016899          1  
  2454137.30759259                 0.074825                             0.019121          1  
  2454137.30796296                -0.004970                             0.017989          1  
  2454137.31064815                 0.051166                             0.020216          1  
  2454137.31111111                -0.021572                             0.019221          1  
  2454137.31453704                -0.000605                             0.021452          1  
  2454137.31500000                 0.015853                             0.021918          1  
  2454137.31842593                 0.033910                             0.023926          1  
  2454137.31888889                 0.040215                             0.024324          1  
  2454137.32148148                -0.001781                             0.024232          1  
  2454137.32194444                -0.001823                             0.024462          1  
  2454137.32462963                 0.027584                             0.025801          1  
  2454137.32500000                -0.021036                             0.024980          1  
  2454137.32777778                 0.019696                             0.026508          1  
  2454137.32814815                 0.034491                             0.026899          1  
  2454137.33083333                 0.058842                             0.028443          1  
  2454137.33129630                 0.048321                             0.028204          1  
  2454137.33398148                 0.050077                             0.028810          1  
  2454137.33444444                 0.005078                             0.027601          1  
  2454137.33712963                 0.061231                             0.029599          1  
  2454137.33750000                -0.011193                             0.027633          1  
  2454137.34018519                -0.038416                             0.026899          1  
  2454137.34064815                 0.010800                             0.028427          1  
  2454137.34333333                -0.001797                             0.027983          1  
  2454137.34370370                 0.013472                             0.028324          1  
  2454137.34648148                 0.014044                             0.028541          1  
  2454137.34685185                 0.000384                             0.028198          1  
  2454137.34953704                 0.017836                             0.028872          1  
  2454137.35000000                 0.040606                             0.029544          1  
  2454137.35268519                -0.020023                             0.028137          1  
  2454137.35314815                 0.036013                             0.029601          1  
  2454137.35731481                -0.014086                             0.028476          1  
  2454137.35777778                 0.008131                             0.028945          1  
  2454137.36111111                -0.042250                             0.027331          1  
  2454137.36157407                -0.001998                             0.028556          1  
  2454137.36425926                -0.003901                             0.028297          1  
  2454137.36462963                 0.008619                             0.028871          1  
  2454137.36731481                -0.016775                             0.027879          1  
  2454137.36777778                 0.009239                             0.028645          1  
  2454137.37046296                 0.044128                             0.029654          1  
  2454137.37083333                -0.018761                             0.028123          1  
  2454137.37351852                -0.006892                             0.028735          1  
  2454137.37398148                -0.008805                             0.028664          1  
  2454137.37657407                 0.006305                             0.028517          1  
  2454137.37703704                 0.003718                             0.028597          1  
  2454137.37972222                -0.003842                             0.028625          1  
  2454137.38018519                 0.021550                             0.029154          1  
  2454137.38287037                 0.040933                             0.029748          1  
  2454137.38333333                -0.000364                             0.028454          1  
  2454137.38601852                 0.011351                             0.029071          1  
  2454137.38648148                 0.018638                             0.029129          1  
  2454137.38953704                -0.006463                             0.028146          1  
  2454137.39222222                 0.043830                             0.029209          1  
  2454137.39268519                 0.017948                             0.028827          1  
  2454137.39537037                 0.024394                             0.028992          1  
  2454137.39574074                 0.032763                             0.029142          1  
  2454137.39907407                 0.061062                             0.029755          1  
  2454137.39953704                 0.024086                             0.029135          1  
  2454137.40287037                -0.030784                             0.027011          1  
  2454137.40333333                 0.038900                             0.029399          1  
  2454137.40601852                 0.057586                             0.029588          1  
  2454137.40648148                 0.050889                             0.029569          1  
  2454137.40916667                 0.049830                             0.029274          1  
  2454137.40962963                -0.020625                             0.027554          1  
  2454137.41231481                 0.019806                             0.028928          1  
  2454137.41277778                -0.001565                             0.028260          1  
  2454137.41537037                 0.027544                             0.028938          1  
  2454137.41583333                 0.055028                             0.029519          1  
  2454137.41851852                 0.019581                             0.028577          1  
  2454137.41898148                -0.021177                             0.027411          1  
  2454137.42166667                 0.025055                             0.028550          1  
  2454137.42203704                -0.048800                             0.026564          1  
  2454137.42472222                 0.012635                             0.028536          1  
  2454137.42518519                 0.025963                             0.028246          1  
  2454137.42851852                -0.015769                             0.027472          1  
  2454137.42898148                -0.001335                             0.028227          1  
  2454137.43166667                 0.015635                             0.028001          1  
  2454137.43203704                 0.022262                             0.028608          1  
  2454137.43472222                 0.004009                             0.027724          1  
  2454137.43518519                 0.022325                             0.028715          1  
  2454137.43861111                -0.033475                             0.027050          1  
  2454137.43907407                 0.027071                             0.028435          1  
  2454137.44240741                 0.003845                             0.027655          1  
  2454137.44287037                 0.020658                             0.028576          1  
  2454137.44555556                -0.017286                             0.027482          1  
  2454137.44592593                 0.017681                             0.028651          1  
  2454137.44861111                 0.012608                             0.028445          1  
  2454137.44907407                 0.028966                             0.028826          1  
  2454137.45287037                 0.000702                             0.027826          1  
  2454137.45333333                 0.026407                             0.028331          1  
  2454137.45703704                 0.019418                             0.028406          1  
  2454137.45750000                -0.006813                             0.027982          1  
  2454137.46129630                 0.003369                             0.027370          1  
  2454137.46175926                -0.001823                             0.027396          1  
  2454137.46453704                 0.006732                             0.027557          1  
  2454137.46500000                 0.002663                             0.027750          1  
  2454137.46777778                 0.049331                             0.029125          1  
  2454137.46814815                 0.011136                             0.027934          1  
  2454137.47138889                -0.022002                             0.027061          1  
  2454137.47416667                -0.002565                             0.027584          1  
  2454137.47462963                -0.024487                             0.027113          1  
  2454137.47740741                 0.004754                             0.027790          1  
  2454137.47787037                -0.003564                             0.027340          1  
  2454137.48129630                 0.009526                             0.027910          1  
  2454137.48175926                -0.032009                             0.026961          1  
  2454137.48518519                 0.023420                             0.028008          1  
  2454137.48564815                 0.028031                             0.028222          1  
  2454137.48842593                -0.018331                             0.027410          1  
  2454137.48888889                -0.010635                             0.027764          1  
  2454137.49166667                 0.054623                             0.029560          1  
  2454137.49212963                 0.051187                             0.029304          1  
  2454137.49490741                -0.019171                             0.027632          1  
  2454137.49537037                 0.007792                             0.028288          1  
  2454137.49888889                 0.026763                             0.028540          1  
  2454137.49925926                 0.035755                             0.029058          1  
  2454137.50203704                 0.036534                             0.028588          1  
  2454137.50250000                -0.036459                             0.026951          1  
  2454137.50527778                 0.011507                             0.027987          1  
  2454137.50574074                 0.033664                             0.028597          1  
  2454137.50851852                 0.021972                             0.028276          1  
  2454137.50888889                 0.020438                             0.028402          1  
  2454137.51166667                 0.022761                             0.028549          1  
  2454137.51212963                 0.025078                             0.028503          1  
  2454137.51379630                -0.013407                             0.027584          1  
  2454137.51425926                -0.008990                             0.027785          1  
  2454137.51592593                -0.018072                             0.027101          1  
  2454137.51638889                 0.007936                             0.028025          1  
  2454137.51805556                 0.023170                             0.028410          1  
  2454137.51851852                -0.010653                             0.027538          1  
  2454137.52018519                -0.005426                             0.027754          1  
  2454137.52055556                 0.010344                             0.028037          1  
  2454137.52305556                 0.025857                             0.028547          1  
  2454137.52592593                 0.009347                             0.028256          1  
  2454137.52629630                 0.015962                             0.028241          1  
  2454137.52870370                -0.017702                             0.027424          1  
  2454137.52907407                 0.013414                             0.028631          1  
  2454137.53074074                -0.026916                             0.027423          1  
  2454137.53120370                 0.001529                             0.028251          1  
  2454137.53287037                -0.013145                             0.028107          1  
  2454137.53333333                 0.038359                             0.029329          1  
  2454137.53500000                 0.016431                             0.028484          1  
  2454137.53546296                 0.003597                             0.028414          1  
  2454137.53712963                 0.017268                             0.028988          1  
  2454137.53759259                 0.013783                             0.028675          1  
  2454137.53916667                 0.014476                             0.028510          1  
  2454137.53962963                 0.006986                             0.028493          1  
  2454137.54129630                 0.046736                             0.029926          1  
  2454137.54175926                -0.001164                             0.028353          1  
  2454137.54342593                -0.006911                             0.028527          1  
  2454137.54388889                 0.042566                             0.029843          1  
  2454137.54555556                 0.020265                             0.029017          1  
  2454137.54601852                 0.018697                             0.028608          1  
  2454137.54768519                 0.034719                             0.029419          1  
  2454137.54814815                 0.000160                             0.028704          1  
  2454137.54972222                 0.016700                             0.028993          1  
  2454137.55018519                 0.001658                             0.028622          1  
  2454137.55259259                 0.023416                             0.029499          1  
  2454137.55305556                -0.001887                             0.028748          1  
  2454137.55472222                -0.011416                             0.028423          1  
  2454137.55509259                 0.010647                             0.029079          1  
  2454137.55750000                -0.040398                             0.027965          1  
  2454137.55787037                -0.009428                             0.028657          1  
  2454137.55953704                 0.013932                             0.029149          1  
  2454137.56000000                 0.025728                             0.029737          1  
  2454137.56166667                -0.006101                             0.029358          1  
  2454137.56203704                 0.032228                             0.030188          1  
  2454137.56444444                -0.029362                             0.028420          1  
  2454137.56490741                -0.014427                             0.028832          1  
  2454137.56944444                -0.012610                             0.029038          1  
  2454137.56981481                 0.005039                             0.029587          1  
  2454137.57157407                 0.055271                             0.031470          1  
  2454137.57194444                 0.015162                             0.030165          1  
  2454137.57370370                -0.007602                             0.029679          1  
  2454137.57407407                -0.031141                             0.029147          1  
  2454137.57574074                 0.037678                             0.031173          1  
  2454137.57620370                 0.018479                             0.030636          1  
  2454138.28935185                 0.011912                             0.016213          1  
  2454138.28981481                 0.026437                             0.016235          1  
  2454138.29240741                 0.042816                             0.016013          1  
  2454138.29287037                 0.040599                             0.015817          1  
  2454138.29555556                 0.019378                             0.015111          1  
  2454138.29601852                 0.022825                             0.014961          1  
  2454138.29870370                -0.008257                             0.014428          1  
  2454138.29907407                 0.028461                             0.014780          1  
  2454138.30185185                 0.024982                             0.014783          1  
  2454138.30490741                 0.022721                             0.014570          1  
  2454138.30537037                 0.030793                             0.014710          1  
  2454138.30805556                -0.019185                             0.013952          1  
  2454138.30851852                 0.024889                             0.014419          1  
  2454138.31194444                 0.018816                             0.014481          1  
  2454138.31240741                 0.033092                             0.014798          1  
  2454138.31620370                 0.013730                             0.014553          1  
  2454138.31888889                -0.016170                             0.014508          1  
  2454138.31935185                 0.003014                             0.014727          1  
  2454138.32203704                -0.014611                             0.015135          1  
  2454138.32240741                -0.033379                             0.014911          1  
  2454138.32509259                 0.030441                             0.016830          1  
  2454138.32555556                 0.043651                             0.016985          1  
  2454138.32824074                 0.061128                             0.018330          1  
  2454138.32870370                 0.011701                             0.017668          1  
  2454138.33129630                 0.040197                             0.019005          1  
  2454138.33175926                 0.002855                             0.018584          1  
  2454138.33444444                -0.022786                             0.018990          1  
  2454138.33490741                 0.004929                             0.019572          1  
  2454138.33759259                 0.020403                             0.020699          1  
  2454138.33796296                -0.026725                             0.019824          1  
  2454138.34064815                 0.001304                             0.020858          1  
  2454138.34111111                -0.010823                             0.020842          1  
  2454138.34481481                -0.014393                             0.021653          1  
  2454138.34518519                -0.039441                             0.021386          1  
  2454138.34888889                 0.030122                             0.023281          1  
  2454138.34935185                 0.033158                             0.023379          1  
  2454138.35453704                 0.013520                             0.023612          1  
  2454138.35500000                -0.076976                             0.021853          1  
  2454138.35962963                 0.019642                             0.023722          1  
  2454138.36000000                 0.006895                             0.023539          1  
  2454138.36370370                 0.036473                             0.024360          1  
  2454138.36416667                 0.014973                             0.023701          1  
  2454138.36777778                 0.022984                             0.024528          1  
  2454138.36824074                 0.041231                             0.024877          1  
  2454138.37194444                -0.022474                             0.023508          1  
  2454138.37240741                -0.029220                             0.023230          1  
  2454138.37611111                -0.002749                             0.024301          1  
  2454138.37648148                 0.020599                             0.024759          1  
  2454138.38018519                 0.000835                             0.024353          1  
  2454138.38064815                -0.014944                             0.024072          1  
  2454138.38425926                 0.023771                             0.025181          1  
  2454138.38472222                -0.013139                             0.024169          1  
  2454138.38842593                 0.005462                             0.024566          1  
  2454138.38888889                -0.029642                             0.023667          1  
  2454138.39259259                 0.009495                             0.025124          1  
  2454138.39296296                 0.024641                             0.025433          1  
  2454138.39833333                 0.002160                             0.024967          1  
  2454138.39870370                -0.000802                             0.024543          1  
  2454138.40240741                 0.033540                             0.025667          1  
  2454138.40287037                -0.015830                             0.024114          1  
  2454138.40648148                 0.011989                             0.025143          1  
  2454138.40694444                -0.000329                             0.024876          1  
  2454138.41064815                 0.007961                             0.024647          1  
  2454138.41111111                -0.016844                             0.023995          1  
  2454138.41481481                 0.015061                             0.024993          1  
  2454138.41518519                -0.001980                             0.024960          1  
  2454138.41888889                 0.026549                             0.025753          1  
  2454138.41935185                 0.032580                             0.025440          1  
  2454138.42370370                 0.010736                             0.025090          1  
  2454138.42416667                 0.008150                             0.025033          1  
  2454138.42787037                 0.028149                             0.025401          1  
  2454138.42833333                -0.002381                             0.025099          1  
  2454138.43194444                 0.054933                             0.026118          1  
  2454138.43240741                -0.009524                             0.024776          1  
  2454138.43675926                -0.003438                             0.024740          1  
  2454138.43722222                 0.007722                             0.025139          1  
  2454138.44157407                -0.015079                             0.024514          1  
  2454138.44203704                -0.006079                             0.024678          1  
  2454138.44574074                 0.014921                             0.025446          1  
  2454138.44611111                 0.023811                             0.025555          1  
  2454138.44981481                -0.024806                             0.024492          1  
  2454138.45027778                 0.057082                             0.026571          1  
  2454138.45398148                 0.064495                             0.026837          1  
  2454138.45444444                 0.038538                             0.025954          1  
  2454138.45805556                 0.021958                             0.025739          1  
  2454138.45851852                 0.002209                             0.025302          1  
  2454138.46120370                 0.036284                             0.025879          1  
  2454138.46166667                -0.009273                             0.024985          1  
  2454138.46425926                 0.000011                             0.025231          1  
  2454138.46472222                 0.032912                             0.026127          1  
  2454138.46740741                -0.033636                             0.024397          1  
  2454138.46787037                -0.001287                             0.025467          1  
  2454138.47055556                 0.016924                             0.025843          1  
  2454138.47101852                -0.007969                             0.025021          1  
  2454139.29101852                -0.020927                             0.017446          1  
  2454139.29148148                 0.017662                             0.016498          1  
  2454139.29462963                -0.057040                             0.086456          1  
  2454139.30703704                -0.017290                             0.032841          1  
  2454139.31092593                -0.053267                             0.016192          1  
  2454139.31435185                -0.016985                             0.017623          1  
  2454139.31472222                 0.001414                             0.020111          1  
  2454139.31740741                 0.140499                             0.045500          1  
  2454139.32675926                -0.040835                             0.027832          1  
  2454139.33027778                -0.008430                             0.028466          1  
  2454139.33296296                 0.016851                             0.014514          1  
  2454139.33342593                -0.017910                             0.014061          1  
  2454139.33611111                 0.029814                             0.014866          1  
  2454139.33648148                 0.028771                             0.014865          1  
  2454139.33916667                 0.029808                             0.015313          1  
  2454139.33962963                 0.043840                             0.015597          1  
  2454139.34333333                 0.013400                             0.015777          1  
  2454139.34379630                -0.017446                             0.015483          1  
  2454139.34740741                 0.005676                             0.016686          1  
  2454139.34787037                -0.009996                             0.016705          1  
  2454139.35787037                 0.046751                             0.020029          1  
  2454139.35833333                 0.002792                             0.019149          1  
  2454139.36203704                -0.011559                             0.019284          1  
  2454139.36250000                -0.006474                             0.019441          1  
  2454139.36620370                 0.043170                             0.020998          1  
  2454139.36666667                 0.059299                             0.021462          1  
  2454139.37037037                 0.016724                             0.021038          1  
  2454139.37083333                 0.030317                             0.021326          1  
  2454139.37444444                -0.063128                             0.020272          1  
  2454139.37490741                 0.020315                             0.021654          1  
  2454139.37861111                 0.009872                             0.021494          1  
  2454139.37907407                 0.024247                             0.022075          1  
  2454139.38277778                 0.034368                             0.022377          1  
  2454139.38314815                 0.017915                             0.022151          1  
  2454139.38685185                 0.014192                             0.022295          1  
  2454139.38731481                 0.005843                             0.022095          1  
  2454139.39175926                 0.038419                             0.022733          1  
  2454139.39222222                 0.040863                             0.022611          1  
  2454139.39657407                 0.034760                             0.022513          1  
  2454139.39703704                 0.000593                             0.022041          1  
  2454139.40064815                 0.011666                             0.022262          1  
  2454139.40111111                 0.034565                             0.022578          1  
  2454139.40481481                -0.012446                             0.021315          1  
  2454139.40527778                 0.012373                             0.022200          1  
  2454139.40888889                -0.048981                             0.021113          1  
  2454139.40935185                 0.036522                             0.022352          1  
  2454139.41305556                 0.002254                             0.021595          1  
  2454139.41342593                 0.013694                             0.021831          1  
  2454139.41712963                 0.005378                             0.021675          1  
  2454139.41759259                 0.008576                             0.022022          1  
  2454139.42203704                 0.030106                             0.022112          1  
  2454139.42250000                 0.015602                             0.022129          1  
  2454139.42620370                 0.037714                             0.022419          1  
  2454139.42657407                 0.026899                             0.021903          1  
  2454139.43027778                 0.012204                             0.021837          1  
  2454139.43074074                -0.016993                             0.021466          1  
  2454139.43509259                 0.046115                             0.022284          1  
  2454139.43555556                 0.017080                             0.021859          1  
  2454139.44000000                 0.008957                             0.021621          1  
  2454139.44046296                 0.019084                             0.022114          1  
  2454139.44416667                 0.010536                             0.021941          1  
  2454139.44462963                 0.024373                             0.022205          1  
  2454139.44824074                 0.007183                             0.021569          1  
  2454139.44870370                 0.029840                             0.022000          1  
  2454139.45231481                 0.043600                             0.022337          1  
  2454139.45277778                -0.044346                             0.021034          1  
  2454139.45648148                 0.000626                             0.021421          1  
  2454139.45685185                 0.033931                             0.021970          1  
  2454139.45953704                 0.047924                             0.022087          1  
  2454139.46000000                 0.029479                             0.021818          1  
  2454139.46259259                 0.005948                             0.021262          1  
  2454139.46305556                -0.000463                             0.021072          1  
  2454139.46574074                -0.048904                             0.020533          1  
  2454139.46620370                -0.000742                             0.020990          1  
  2454139.46888889                -0.018991                             0.020548          1  
  2454139.46925926                 0.016400                             0.020964          1  
  2454139.47194444                -0.001307                             0.020709          1  
  2454139.47240741                 0.021161                             0.021175          1  
  2454139.47574074                 0.002879                             0.021028          1  
  2454139.47620370                 0.025388                             0.021687          1  
  2454139.47962963                -0.002806                             0.020886          1  
  2454139.48000000                 0.007079                             0.021075          1  
  2454139.48268519                 0.010073                             0.021044          1  
  2454139.48314815                -0.009932                             0.020620          1  
  2454139.48583333                -0.011216                             0.020648          1  
  2454139.48629630                 0.027581                             0.021273          1  
  2454139.48888889                 0.009266                             0.020987          1  
  2454139.48935185                -0.028436                             0.020400          1  
  2454139.49277778                -0.003024                             0.020869          1  
  2454139.49324074                 0.014917                             0.020994          1  
  2454139.49583333                 0.025074                             0.021288          1  
  2454139.49629630                 0.009953                             0.021046          1  
  2454139.49898148                 0.016356                             0.021224          1  
  2454139.49944444                 0.006881                             0.020914          1  
  2454139.50212963                 0.032051                             0.021471          1  
  2454139.50259259                 0.005069                             0.020850          1  
  2454139.50518519                 0.037250                             0.021560          1  
  2454139.50564815                -0.012840                             0.020550          1  
  2454139.50722222                 0.007470                             0.021307          1  
  2454139.50759259                 0.045150                             0.021915          1  
  2454139.50916667                 0.056746                             0.022114          1  
  2454139.50962963                 0.000748                             0.020986          1  
  2454139.51120370                -0.007030                             0.021002          1  
  2454139.51166667                 0.020412                             0.021515          1  
  2454139.51314815                 0.032726                             0.021728          1  
  2454139.51361111                 0.014479                             0.021415          1  
  2454139.51592593                -0.008195                             0.021022          1  
  2454139.51638889                 0.007865                             0.021457          1  
  2454139.51796296                -0.011569                             0.020890          1  
  2454139.51842593                 0.011670                             0.021213          1  
  2454139.52074074                 0.008644                             0.021674          1  
  2454139.52111111                 0.035790                             0.022196          1  
  2454139.52342593                 0.022046                             0.022133          1  
  2454139.52388889                 0.029778                             0.022240          1  
  2454139.52611111                 0.040464                             0.022243          1  
  2454139.52648148                 0.060641                             0.022789          1  
  2454139.52805556                 0.068019                             0.023215          1  
  2454139.52851852                 0.030272                             0.022623          1  
  2454139.53074074                 0.023458                             0.022543          1  
  2454139.53120370                 0.036272                             0.022786          1  
  2454139.53277778                 0.049687                             0.023000          1  
  2454139.53324074                 0.018405                             0.022215          1  
  2454139.53481481                 0.036870                             0.022480          1  
  2454139.53518519                 0.065909                             0.023334          1  
  2454139.53675926                 0.050343                             0.023045          1  
  2454139.53722222                 0.026739                             0.022555          1  
  2454139.53879630                 0.038914                             0.023058          1  
  2454139.53916667                 0.047320                             0.023119          1  
  2454139.54074074                 0.044950                             0.022924          1  
  2454139.54120370                 0.048799                             0.022737          1  
  2454139.54277778                 0.044627                             0.023199          1  
  2454139.54314815                 0.025547                             0.022875          1  
  2454139.54472222                 0.021561                             0.022929          1  
  2454139.54518519                 0.021124                             0.022622          1  
  2454139.54675926                 0.029731                             0.022887          1  
  2454139.54712963                 0.058935                             0.023706          1  
  2454139.54870370                 0.049762                             0.023326          1  
  2454139.54916667                -0.007940                             0.022168          1  
  2454139.55074074                 0.041954                             0.023619          1  
  2454139.55120370                 0.084984                             0.024230          1  
  2454139.55277778                 0.025010                             0.022935          1  
  2454139.55314815                 0.043817                             0.023261          1  
  2454139.55472222                -0.001139                             0.022614          1  
  2454139.55518519                 0.037712                             0.023626          1  
  2454139.55750000                 0.046656                             0.023741          1  
  2454139.55796296                 0.054689                             0.023996          1  
  2454139.55944444                 0.005383                             0.022788          1  
  2454139.56000000                 0.030209                             0.023536          1  
  2454139.56222222                 0.049304                             0.024023          1  
  2454139.56268519                 0.009436                             0.023005          1  
  2454139.56500000                 0.033061                             0.023869          1  
  2454139.56537037                 0.004854                             0.023387          1  
  2454139.56694444                 0.002006                             0.023638          1  
  2454139.56740741                 0.031252                             0.024095          1  
  2454139.56898148                -0.020797                             0.022799          1  
  2454139.56935185                -0.015800                             0.022868          1  
  2454139.57092593                 0.001644                             0.023533          1  
  2454139.57138889                 0.028513                             0.024068          1  
  2454139.57296296                 0.022151                             0.023794          1  
  2454139.57333333                 0.033941                             0.024016          1  
  2454139.57490741                 0.015269                             0.023981          1  
  2454139.57537037                 0.000484                             0.023597          1  
  2454139.57694444                -0.019937                             0.023099          1  
  2454139.57740741                 0.023075                             0.023969          1  
  2454139.57888889                -0.024306                             0.023082          1  
  2454139.57935185                 0.008244                             0.024031          1  
  2454139.58092593                 0.012509                             0.024206          1  
  2454139.58138889                 0.018270                             0.024238          1  
  2454139.58296296                 0.030037                             0.024290          1  
  2454139.58333333                 0.010532                             0.023867          1  
  2454139.58490741                 0.024117                             0.024096          1  
  2454139.58537037                -0.015442                             0.023249          1  
